"","X","id","created_at","conceptPast","spectrumLeft","spectrumRight","valuePast","chapter","user","valuePresent","conceptPresent","feedback"
"1936",1936,5808,"2022-12-08 12:59:38.917478+00","Julius Caesar","long-lasting","short-term",0.014478764,"ch2","862c28ca-bae1-42b1-80b9-9dcf484ba048",0.332667818,"Donald Trump","I placed Julius Caesar here because ... changed global history."
"1937",1937,5809,"2022-12-08 13:00:54.662886+00","the Fall of the Roman Empire","progressive","regressive",0.796332046,"ch2","862c28ca-bae1-42b1-80b9-9dcf484ba048",0.264447208,"the End of the British Empire","I placed the Fall of the Roman Empire here because ... information loss"
"1939",1939,5811,"2022-12-08 15:17:58.63707+00","the Fall of the Roman Empire","reassuring","worrying",0.845559846,"ch2","71cf92d2-a948-400b-832d-51ec5507dd97",0,"the End of the British Empire","I placed the Fall of the Roman Empire here because ... it was the start of the dark ages"
"1940",1940,5812,"2022-12-08 15:18:33.641515+00","the Roman Empire","inclusive","exclusive",1,"ch2","71cf92d2-a948-400b-832d-51ec5507dd97",0.989382239,"the USSR","I placed the Roman Empire here because ... it excluded all others"
"1941",1941,5813,"2022-12-08 16:06:54.020054+00","the Roman Empire","long-lasting","short-term",0.022200772,"ch2","2a86a914-ef7d-4ddd-a77d-b0350528424c",0.345559846,"the European Union","I placed the Roman Empire here because ... it was before"
"1949",1949,5821,"2022-12-09 11:16:44.610376+00","Hadrian's Wall","free","controlled",0.77027027,"ch2","d36714a5-dacf-4daf-ba20-6f330675bca8",0.666206271,"the Berlin Wall","I placed Hadrian's Wall here because ... it’s where The people of People land died"
"1950",1950,5822,"2022-12-09 11:17:00.974632+00","Boudica","refined","crude",0.421814672,"ch2","d36714a5-dacf-4daf-ba20-6f330675bca8",0.236486486,"the Suffragettes","I placed Boudica here because ...she’s epic"
"1953",1953,5825,"2022-12-09 11:23:32.091498+00","Hadrian's Wall","moving","fixed",1,"ch2","3229b166-52e9-445f-9dc3-a279bbc118db",0.056382286,"the US-Mexican border","I placed Hadrian's Wall here because ... it isn’t fixed I just want to put there cause I love ❤️ Hadrian’s wall"
"1961",1961,5833,"2022-12-09 11:49:30.194782+00","Julius Caesar","connecting","dividing",0,"ch2","bb570688-5312-4e03-8d14-69c4e10cc2c1",1,"Donald Trump","I placed Julius Caesar here because  he’s a important Roman soldier "
"1962",1962,5834,"2022-12-09 11:50:40.678204+00","the Roman Empire","inclusive","exclusive",0.026989263,"ch2","bb570688-5312-4e03-8d14-69c4e10cc2c1",1,"the USSR","I placed the Roman Empire here because they fought for us when people invaded "
"1963",1963,5835,"2022-12-09 12:29:57.386929+00","Hadrian's Wall","long-lasting","short-term",0.77699592,"ch2","95bdedca-a5a7-42bc-824c-3e84259947b5",0.388030888,"the US-Mexican border","I placed Hadrian's Wall here because ... modern unity between Scot’s and English "
"1973",1973,5848,"2022-12-11 11:23:04.041691+00","the Roman Empire","celebrated","condemned",0.329957906,"ch2","9ba00833-969c-4633-ba0d-edb74b0267c0",0.743954416,"the USSR","I placed the Roman Empire here because of the culture it brought"
"1974",1974,5849,"2022-12-11 11:24:20.840019+00","the Fall of the Roman Empire","progressive","regressive",0.643301182,"ch2","9ba00833-969c-4633-ba0d-edb74b0267c0",0.726855207,"Brexit","I placed the Fall of the Roman Empire here because it caused regress for a while"
"1975",1975,5850,"2022-12-11 11:25:41.910188+00","Hadrian's Wall","connecting","dividing",0.620797558,"ch2","9ba00833-969c-4633-ba0d-edb74b0267c0",0.743239853,"the Great Wall of China","I placed Hadrian's Wall here because I expect it was for protection. And not that much ""opulent"""
"1978",1978,5853,"2022-12-11 12:44:49.334606+00","Hadrian's Wall","free","controlled",0.647644573,"ch2","99e5438c-34ec-4223-ab12-d6cfe60228c9",0.415985107,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...it is a wall"
"1996",1996,5871,"2022-12-12 11:13:55.478741+00","Boudica","inclusive","exclusive",1,"ch2","ac495196-e0c7-4e41-8e81-f57619771f2a",0.769280629,"Theresa May","I placed Boudica here because ...she is a legend"
"1998",1998,5873,"2022-12-12 11:15:26.763141+00","Julius Caesar","reassuring","worrying",1,"ch2","ac495196-e0c7-4e41-8e81-f57619771f2a",1,"Vladimir Putin","I placed Julius Caesar here because .both dictators.."
"2034",2034,5909,"2022-12-14 11:51:30.66574+00","Julius Caesar","connecting","dividing",0.328185328,"ch2","beb0ab2c-bfa5-4dbc-8256-4da2858b910f",0.118725869,"Jean-Claude Juncker","I placed Julius Caesar here because ... of the hegemonic empire. Connecting understood not in a humanistic way"
"2035",2035,5910,"2022-12-14 11:52:07.042272+00","the Roman Empire","reassuring","worrying",0.765444015,"ch2","beb0ab2c-bfa5-4dbc-8256-4da2858b910f",0.86969112,"the USSR","I placed the Roman Empire here because ... destruction of other cultures"
"2036",2036,5911,"2022-12-14 11:52:41.011612+00","the Fall of the Roman Empire","native","foreign",0.096525097,"ch2","beb0ab2c-bfa5-4dbc-8256-4da2858b910f",0.102316602,"the End of the British Empire","I placed the Fall of the Roman Empire here because ... it’s key to history of Europe "
"2044",2044,5919,"2022-12-14 14:13:34.789951+00","Hadrian's Wall","civilised","barbaric",0.496138996,"ch2","93d70e1f-5b9d-4427-9a9d-5c69d42fb95d",0,"the US-Mexican border","I placed Hadrian's Wall here because ...unlike the national boundary between two friendly but somewhat adversarial nations, Hadrians wall marked the boundary between Roman Britain and the Caledonian territories (modern day Scottish boarders)"
"2046",2046,5921,"2022-12-14 14:20:41.629683+00","the Roman Empire","free","controlled",1,"","",0.176640927,"the European Union","I placed the Roman Empire here because ...unlike the EU which is a voluntary confederation of sorts, the Roman Empire is an expansionist authoritarian power that attempts to assimilate and integrate its constituents."
"2047",2047,5922,"2022-12-14 14:27:47.121137+00","the Fall of the Roman Empire","free","controlled",0.499034749,"","",1,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because the fall of Rome occurred because of the gradual decay of their institutions, this could have been prevented. The fall of nazi Germany was a direct result of military action not social decay.
"
"2054",2054,5929,"2022-12-15 15:06:36.290943+00","the Fall of the Roman Empire","civilised","barbaric",0.033783784,"ch2","f4ba5d14-0d69-4d54-848f-a88daa07f4c9",1,"Brexit","I placed the Fall of the Roman Empire here because ...I agree
"
"2055",2055,5930,"2022-12-15 15:06:50.840693+00","Hadrian's Wall","refined","crude",0,"ch2","f4ba5d14-0d69-4d54-848f-a88daa07f4c9",0.049097304,"the Berlin Wall","I placed Hadrian's Wall here because ...it was"
"2056",2056,5931,"2022-12-15 15:07:08.125551+00","the Roman Empire","heroic","deluded",0.086834823,"ch2","f4ba5d14-0d69-4d54-848f-a88daa07f4c9",0.011068219,"the European Union","I placed the Roman Empire here because ...it was
"
"2057",2057,5932,"2022-12-16 12:06:48.790339+00","Hadrian's Wall","long-lasting","short-term",0.687258687,"ch2","68feceff-4214-4277-9ade-ac5803f65643",0.497104247,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...history is very long and the wall will not last forever"
"2058",2058,5933,"2022-12-16 12:07:22.819527+00","Julius Caesar","practical","symbolic",0.252895753,"ch2","68feceff-4214-4277-9ade-ac5803f65643",0.263513514,"Napoleon","I placed Julius Caesar here because ...he was practical"
"2059",2059,5934,"2022-12-16 12:08:37.024178+00","the Roman Empire","refined","crude",0.22972973,"ch2","68feceff-4214-4277-9ade-ac5803f65643",0.678571429,"Nazi Germany","I placed the Roman Empire here because ...they were well organised an provided a good legal framework"
"2071",2071,5946,"2022-12-17 13:51:23.814402+00","Boudica","peaceful","violent",0.746063335,"ch2","173104c1-4695-4847-afe2-aa6f47a0bb24",0.846658723,"Elizabeth I","I placed Boudica here because ...she was a warrior leader "
"2072",2072,5947,"2022-12-17 13:52:36.756023+00","Julius Caesar","celebrated","condemned",0,"ch2","173104c1-4695-4847-afe2-aa6f47a0bb24",1,"Donald Trump","I placed Julius Caesar here because ...he helped Rome conquer "
"2073",2073,5948,"2022-12-17 13:52:59.301838+00","Hadrian's Wall","skillful","incompetent",0,"ch2","173104c1-4695-4847-afe2-aa6f47a0bb24",0,"the Great Wall of China","I placed Hadrian's Wall here because ...it’s epic"
"2078",2078,5953,"2022-12-17 15:48:09.202589+00","the Fall of the Roman Empire","benevolent","malevolent",0.912162162,"ch2","269e0ea1-a9f1-468e-b2bd-0bf1e96c24c0",0.293436293,"Scottish independence","I placed the Fall of the Roman Empire here because ... it was a crap thing to have in history "
"2079",2079,5954,"2022-12-17 15:48:48.862195+00","Hadrian's Wall","practical","symbolic",1,"ch2","269e0ea1-a9f1-468e-b2bd-0bf1e96c24c0",0.193984361,"the US-Mexican border","I placed Hadrian's Wall here because ... it has a historical meaning "
"2080",2080,5955,"2022-12-18 11:47:11.533105+00","Boudica","connecting","dividing",0.346525097,"ch2","41c518bd-61db-4488-8807-77c81f4575ec",0.346525097,"Margaret Thatcher","I placed Boudica here because ...she was  resilient "
"2081",2081,5956,"2022-12-18 11:47:49.929386+00","Hadrian's Wall","skillful","incompetent",0.157335907,"ch2","41c518bd-61db-4488-8807-77c81f4575ec",0.475868726,"the Berlin Wall","I placed Hadrian's Wall here because ...it saved us from the scottish"
"2086",2086,5961,"2022-12-18 12:49:14.861748+00","Julius Caesar","practical","symbolic",0.033635143,"ch2","d4253150-0e2d-4393-8d24-87ce201ee137",0.472091734,"Vladimir Putin","I placed Julius Caesar here because ...he was an emparor"
"2096",2096,5971,"2022-12-19 14:12:29.864979+00","Julius Caesar","reassuring","worrying",0.029845484,"ch2","c5fd231d-183a-4a5c-9374-8b0f7d30300d",0,"Vladimir Putin","I placed Julius Caesar here because ...he was a strong leader"
"2097",2097,5972,"2022-12-19 14:12:57.734026+00","the Roman Empire","refined","crude",0.008687259,"ch2","c5fd231d-183a-4a5c-9374-8b0f7d30300d",1,"the European Union","I placed the Roman Empire here because ...it cared about its citizens and sovereignty "
"2098",2098,5973,"2022-12-19 14:13:16.775434+00","Hadrian's Wall","moving","fixed",1,"ch2","c5fd231d-183a-4a5c-9374-8b0f7d30300d",1,"the Berlin Wall","I placed Hadrian's Wall here because ...it can’t move"
"2109",2109,5984,"2022-12-20 10:59:32.050908+00","Hadrian's Wall","civilised","barbaric",0.911655146,"ch2","7211970b-e771-42e4-8b65-cf49636fe6ec",0.307915058,"the Berlin Wall","I placed Hadrian's Wall here because ...conflict 
"
"2110",2110,5985,"2022-12-20 11:00:00.680456+00","Boudica","connecting","dividing",0.163127413,"ch2","7211970b-e771-42e4-8b65-cf49636fe6ec",0.965750322,"Margaret Thatcher","I placed Boudica here because ...resiliency "
"2111",2111,5986,"2022-12-20 11:00:31.919544+00","the Fall of the Roman Empire","heroic","deluded",0.861003861,"ch2","7211970b-e771-42e4-8b65-cf49636fe6ec",0.764478764,"the End of the British Empire","I placed the Fall of the Roman Empire here because ...madness "
"2118",2118,5993,"2022-12-20 14:45:18.465196+00","the Roman Empire","progressive","regressive",1,"ch2","32ac7657-863a-49a7-9179-c2143f67ae66",0,"Nazi Germany","I placed the Roman Empire here because ...racism"
"2130",2130,6005,"2022-12-21 12:33:55.301613+00","Boudica","celebrated","condemned",0,"ch2","0af81520-b31c-4ceb-bf42-45c1fa0bed8c",1,"Theresa May","I placed Boudica here because ... sick ass Celtic warrior woman"
"2131",2131,6006,"2022-12-21 12:35:00.165993+00","the Roman Empire","heroic","deluded",0.299187876,"ch2","0af81520-b31c-4ceb-bf42-45c1fa0bed8c",0.435328185,"the British Empire","I placed the Roman Empire here because ...sick ass romans "
"2132",2132,6007,"2022-12-21 12:36:22.805764+00","Julius Caesar","native","foreign",0.69980695,"ch2","0af81520-b31c-4ceb-bf42-45c1fa0bed8c",0.495493355,"Jean-Claude Juncker","I placed Julius Caesar here because ...Roman"
"2145",2145,6020,"2022-12-22 12:16:05.122107+00","Boudica","peaceful","violent",0.985521236,"ch2","bfd321ca-7fe3-48f3-9f33-54714326ad9f",0.484636638,"the Suffragettes","I placed Boudica here because ... she initiated and led a violent uprising against the Roman colonists, and personally went into battle in her war chariot, which according to Tacitus had scythes on the wheels for cutting men down. "
"2146",2146,6021,"2022-12-22 12:17:32.257363+00","the Roman Empire","benevolent","malevolent",0.777992278,"ch2","bfd321ca-7fe3-48f3-9f33-54714326ad9f",0.002895753,"the European Union","I placed the Roman Empire here because ... they were a colonising force who often violently subdued the peoples they colonised. Less insidious than British empire though, just about "
"2147",2147,6022,"2022-12-22 12:18:48.116327+00","Julius Caesar","regenerating","destructive",1,"ch2","bfd321ca-7fe3-48f3-9f33-54714326ad9f",0.686293436,"Napoleon","I placed Julius Caesar here because ...he was a genocidal and ruthless general "
"2149",2149,6024,"2022-12-22 12:53:05.286023+00","Boudica","multicultural","non multicultural",0.253861004,"ch2","aae4236b-859a-4bb5-b546-cfa6cbba29da",1,"Margaret Thatcher","I placed Boudica here because ... she was from along time ago but very progressive for her time"
"2151",2151,6026,"2022-12-22 12:53:33.662407+00","the Roman Empire","civilised","barbaric",0.928547038,"ch2","aae4236b-859a-4bb5-b546-cfa6cbba29da",0.471126483,"the European Union","I placed the Roman Empire here because ...kilter"
"2152",2152,6027,"2022-12-22 13:59:19.841474+00","the Fall of the Roman Empire","long-lasting","short-term",0.256756757,"ch2","ed6c4d8c-7621-49ef-9d5d-977384e8a159",0.176640927,"the End of the British Empire","I placed the Fall of the Roman Empire here because ... we can still see the effects of it in modern society.
"
"2154",2154,6029,"2022-12-22 14:01:33.035587+00","Boudica","civilised","barbaric",0.057881212,"ch2","ed6c4d8c-7621-49ef-9d5d-977384e8a159",0,"the Suffragettes","I placed Boudica here because ... Boudica was a prominent female figure during the Roman Empire.
"
"2158",2158,6033,"2022-12-22 15:25:18.552175+00","Boudica","native","foreign",0.208494208,"ch2","60e8a1c0-93f2-4691-be97-f4fd9d73ffc2",0.497104247,"Theresa May","I placed Boudica here because she was the beginning of the modern Brit, and she was loyal to her people
"
"2159",2159,6034,"2022-12-22 15:25:55.8873+00","the Roman Empire","regenerating","destructive",0.44980695,"ch2","60e8a1c0-93f2-4691-be97-f4fd9d73ffc2",0,"the European Union","I placed the Roman Empire here because it is said that Britain went back 200 years when the romans left"
"2160",2160,6035,"2022-12-22 15:26:34.261051+00","Hadrian's Wall","moving","fixed",0.877413127,"ch2","60e8a1c0-93f2-4691-be97-f4fd9d73ffc2",0.876447876,"the Great Wall of China","I placed Hadrian's Wall here because it is a wall and so does not move."
"2177",2177,6052,"2022-12-24 10:06:36.716097+00","Boudica","secure","insecure",0,"ch2","777bbd62-a852-4844-bb6a-ea0edd985003",1,"Theresa May","I placed Boudica here because ...warrior
"
"2179",2179,6054,"2022-12-24 10:07:42.673852+00","the Roman Empire","long-lasting","short-term",0,"ch2","777bbd62-a852-4844-bb6a-ea0edd985003",0.498069498,"Nazi Germany","I placed the Roman Empire here because ...it’s lasted in some form up to today
"
"2186",2186,6061,"2022-12-28 11:13:33.125719+00","the Roman Empire","heroic","deluded",1,"ch2","52a0b9e4-6074-4f28-9d99-4abdd9a359da",0.997104247,"the British Empire","I placed the Roman Empire here because ...it is deluded to think any one nation can lead and represent the values and ideals of other nations. Worse still to try impose these on others"
"2187",2187,6062,"2022-12-28 11:14:41.850249+00","the Fall of the Roman Empire","civilised","barbaric",0.91613416,"ch2","52a0b9e4-6074-4f28-9d99-4abdd9a359da",0.08976834,"the End of the British Empire","I placed the Fall of the Roman Empire here because ... unlike with the fall of the British empire where countries won their independence, the Roman Empire fell due to its incompetence and hubris"
"2196",2196,6071,"2022-12-28 11:56:14.178692+00","Julius Caesar","heroic","deluded",1,"ch2","0cca49e9-05b1-4f64-8272-33c932831103",1,"Donald Trump","I placed Julius Caesar here because ...I believe all dictators are deluded"
"2198",2198,6073,"2022-12-28 11:57:59.379399+00","Hadrian's Wall","connecting","dividing",1,"ch2","0cca49e9-05b1-4f64-8272-33c932831103",0,"the Great Wall of China","I placed Hadrian's Wall here because ...it divided old england and Scotland. I would build it again around the midlands and let Westminster go alone and we have an independent north and Scotland"
"2199",2199,6074,"2022-12-28 12:17:12.911694+00","Julius Caesar","refined","crude",0.448952811,"ch2","74dee524-97d9-424a-99c0-57518c90b4d6",0.59212491,"Napoleon","I placed Julius Caesar here because ... he was a Roman philosophic leader"
"2200",2200,6075,"2022-12-28 12:18:00.875443+00","the Fall of the Roman Empire","progressive","regressive",0.316602317,"ch2","74dee524-97d9-424a-99c0-57518c90b4d6",0.004826255,"Scottish independence","I placed the Fall of the Roman Empire here because ... after the fall there was a dark period"
"2201",2201,6076,"2022-12-28 12:19:01.993473+00","Boudica","secure","insecure",0.040540541,"ch2","74dee524-97d9-424a-99c0-57518c90b4d6",0.002895753,"Margaret Thatcher","I placed Boudica here because ... they both wanted the same"
"2221",2221,6096,"2022-12-28 13:51:17.39573+00","Boudica","civilised","barbaric",1,"ch2","9763e9ed-4b9d-4ad7-9e04-65d85170d255",0.994666729,"Margaret Thatcher","I placed Boudica here because ... she is medieval "
"2222",2222,6097,"2022-12-28 13:51:46.655284+00","Hadrian's Wall","long-lasting","short-term",0,"ch2","9763e9ed-4b9d-4ad7-9e04-65d85170d255",0.992277992,"the Berlin Wall","I placed Hadrian's Wall here because ... the evidence of the wall is still here in 2022
"
"2223",2223,6098,"2022-12-28 13:52:28.413816+00","the Roman Empire","dominant","submissive",0.001868347,"ch2","9763e9ed-4b9d-4ad7-9e04-65d85170d255",0.025059763,"the British Empire","I placed the Roman Empire here because ... it controlled such a large portion of the world at the peak of its ruling power
"
"2230",2230,6105,"2022-12-28 14:18:31.071448+00","the Roman Empire","civilised","barbaric",0.299227799,"ch2","04c41001-8487-47d8-87e8-86528af027b4",0.151544402,"the European Union","I placed the Roman Empire here because ...there was a great deal of ‘modern’ architecture, such as aqueducts"
"2233",2233,6108,"2022-12-28 14:24:32.105113+00","Hadrian's Wall","skillful","incompetent",0.058373293,"ch2","df59a9fb-e0b5-4091-a920-17158bc735ae",0.041481401,"the Berlin Wall","I placed Hadrian's Wall here because ...good piece of engineering which was successful in its purpose for long time."
"2234",2234,6109,"2022-12-28 14:25:29.669657+00","the Fall of the Roman Empire","secure","insecure",0.782818533,"ch2","df59a9fb-e0b5-4091-a920-17158bc735ae",1,"Brexit","I placed the Fall of the Roman Empire here because ...it led to a loss of knowledge and high insecurity."
"2235",2235,6110,"2022-12-28 14:26:11.487643+00","Boudica","peaceful","violent",0.853740088,"ch2","df59a9fb-e0b5-4091-a920-17158bc735ae",0.938197545,"Theresa May","I placed Boudica here because ...she led a violent if somewhat justified rebellion."
"2236",2236,6111,"2022-12-28 14:30:38.394704+00","Julius Caesar","reassuring","worrying",0.574324324,"ch2","042ccd37-1eff-4846-baeb-68c4dfe34b97",0.386494776,"Jean-Claude Juncker","I placed Julius Caesar here because ...he was an accomplished general"
"2239",2239,6114,"2022-12-28 14:35:58.926305+00","the Roman Empire","inclusive","exclusive",0.72972973,"ch2","e4e3c8b4-c5bf-4bd5-bcbf-ba4e09370944",0.311776062,"the European Union","I placed the Roman Empire here because ... it was beneficial for the roman invaders."
"2240",2240,6115,"2022-12-28 14:36:29.291878+00","Boudica","connecting","dividing",0.778957529,"ch2","e4e3c8b4-c5bf-4bd5-bcbf-ba4e09370944",0.292471042,"the Suffragettes","I placed Boudica here because ...I think she was a warrior "
"2241",2241,6116,"2022-12-28 14:37:13.192365+00","Hadrian's Wall","progressive","regressive",0.776061776,"ch2","e4e3c8b4-c5bf-4bd5-bcbf-ba4e09370944",0.760617761,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...it divides the people of Britain"
"2244",2244,6119,"2022-12-28 14:45:13.861709+00","the Roman Empire","reassuring","worrying",0.930268399,"ch2","c5c7ac00-061b-44dc-b117-02759d1db9ad",0.398141633,"the British Empire","I placed the Roman Empire here because ... They are scary"
"2246",2246,6121,"2022-12-28 14:51:36.039546+00","Hadrian's Wall","benevolent","malevolent",1,"ch2","1c643b63-7876-4c60-847a-f1274fdc75d0",0.75114871,"the Berlin Wall","Romans were the oppressors "
"2248",2248,6123,"2022-12-28 15:06:02.963985+00","the Fall of the Roman Empire","celebrated","condemned",0.388030888,"ch2","3f722b78-cc59-4b93-a51d-994caededac3",0.932432432,"Brexit","I placed the Fall of the Roman Empire here because ...every empire must fall"
"2249",2249,6124,"2022-12-28 15:07:20.287421+00","the Roman Empire","secure","insecure",0.6003861,"ch2","3f722b78-cc59-4b93-a51d-994caededac3",0.642857143,"the European Union","I placed the Roman Empire here because ...it seems likely that it will prove to have lasted longer"
"2250",2250,6125,"2022-12-28 15:08:29.26949+00","Julius Caesar","civilised","barbaric",0.368725869,"ch2","3f722b78-cc59-4b93-a51d-994caededac3",0.808880309,"Donald Trump","I placed Julius Caesar here because ...no one will remember Donald trump"
"2251",2251,6126,"2022-12-28 15:25:59.13689+00","Julius Caesar","benevolent","malevolent",0.615830116,"ch2","c08627d5-7736-4e9f-a476-39173efde222",0.573359073,"Napoleon","I placed Julius Caesar here because ...I think he is more malevolent than napoleon
"
"2252",2252,6127,"2022-12-28 15:26:38.109789+00","Hadrian's Wall","skillful","incompetent",0.407335907,"ch2","c08627d5-7736-4e9f-a476-39173efde222",0.41023166,"the Berlin Wall","I placed Hadrian's Wall here because ...it had the same purpose as the Berlin wall"
"2279",2279,6154,"2022-12-29 12:37:05.984802+00","Boudica","moving","fixed",0.400579151,"ch2","d6f3e9db-9254-4e23-a44f-5a219344dcc1",0.716818084,"the Suffragettes","I placed Boudica here because ... she didn’t really change the rights for women but the sufferagets made a massive impact
"
"2282",2282,6157,"2022-12-29 12:49:39.915764+00","the Roman Empire","free","controlled",0.533783784,"ch2","a9d1b355-82a2-4380-823f-d397e0348039",0.969111969,"Nazi Germany","I placed the Roman Empire here because ...I believe there was more freedom than the comparative
"
"2283",2283,6158,"2022-12-29 12:50:19.825827+00","Hadrian's Wall","native","foreign",0.905489417,"ch2","a9d1b355-82a2-4380-823f-d397e0348039",0.158270081,"the Great Wall of China","I placed Hadrian's Wall here because ...it wasn’t built by local people"
"2284",2284,6159,"2022-12-29 12:51:14.565333+00","Julius Caesar","moving","fixed",0.803088803,"ch2","a9d1b355-82a2-4380-823f-d397e0348039",0.472007722,"Jean-Claude Juncker","I placed Julius Caesar here because ...he didn’t go far from Rome"
"2285",2285,6160,"2022-12-29 12:56:20.109479+00","Julius Caesar","connecting","dividing",0.557915058,"ch2","838d1d30-d629-4b48-97ab-7d3ef262fc25",1,"Vladimir Putin","I placed Julius Caesar here because ...he likes to take over p,aces
"
"2288",2288,6163,"2022-12-29 13:19:43.53542+00","Hadrian's Wall","connecting","dividing",1,"ch2","b27a4ed5-053e-4074-91be-1ca0b6be6e29",1,"the US-Mexican border","I placed Hadrian's Wall here because ...it divides Scotland from England"
"2299",2299,6174,"2022-12-29 13:57:44.359291+00","Hadrian's Wall","reassuring","worrying",0.925675676,"ch2","74d8beeb-190e-4a10-bfea-dbf8493cb1d6",0.933397683,"the US-Mexican border","I placed Hadrian's Wall here because ...a barrier is never good"
"2300",2300,6175,"2022-12-29 13:58:19.032042+00","the Roman Empire","reassuring","worrying",0.475868726,"ch2","74d8beeb-190e-4a10-bfea-dbf8493cb1d6",0.485521236,"the USSR","I placed the Roman Empire here because ...it is irrelevant "
"2307",2307,6182,"2022-12-29 14:33:06.445125+00","Boudica","native","foreign",0.140403394,"ch2","e038c2dd-6843-41f7-8003-3b9562530989",0.164550899,"the Suffragettes","I placed Boudica here because ...the legacy continues"
"2310",2310,6185,"2022-12-29 14:41:25.377452+00","Hadrian's Wall","moving","fixed",1,"ch2","318f27a7-c351-4de0-be57-618d9a987317",1,"the Great Wall of China","I placed Hadrian's Wall here because ...it’s in one place"
"2321",2321,6196,"2022-12-29 15:21:09.432547+00","Hadrian's Wall","peaceful","violent",0.722972973,"ch2","8cf23c61-df89-4aef-a82c-dd9ed78960ae",0.721042471,"the US-Mexican border","I placed Hadrian's Wall here because ... frontier "
"2322",2322,6197,"2022-12-29 15:21:35.78156+00","Julius Caesar","progressive","regressive",0.493243243,"ch2","8cf23c61-df89-4aef-a82c-dd9ed78960ae",1,"Donald Trump","I placed Julius Caesar here because ...diversity"
"2323",2323,6198,"2022-12-29 15:22:48.903323+00","the Roman Empire","reassuring","worrying",0.219111969,"ch2","8cf23c61-df89-4aef-a82c-dd9ed78960ae",0.383204633,"the European Union","I placed the Roman Empire here because ... socialism "
"2325",2325,6199,"2022-12-29 16:09:13.894416+00","the Roman Empire","civilised","barbaric",0.608108108,"ch2","56223c74-0b30-4448-8d6c-8e6714782233",0.579608814,"the British Empire","I placed the Roman Empire here because ... they conquered most of the world through force"
"2326",2326,6200,"2022-12-29 16:09:49.536924+00","Hadrian's Wall","moving","fixed",0.683397683,"ch2","56223c74-0b30-4448-8d6c-8e6714782233",0.465250965,"the Berlin Wall","I placed Hadrian's Wall here because ...it still stands proudly today"
"2327",2327,6201,"2022-12-29 16:10:22.373602+00","Julius Caesar","secure","insecure",0.730694981,"ch2","56223c74-0b30-4448-8d6c-8e6714782233",0.417953668,"Napoleon","I placed Julius Caesar here because ... he was a coward…duh"
"2337",2337,6211,"2022-12-30 11:37:25.51883+00","Hadrian's Wall","refined","crude",0.206563707,"ch2","936706c9-c34d-4175-b543-2040050ede1b",0.293436293,"the Berlin Wall","I placed Hadrian's Wall here because ...it’s incredible "
"2338",2338,6212,"2022-12-30 11:38:08.098042+00","Julius Caesar","refined","crude",0.373552124,"ch2","936706c9-c34d-4175-b543-2040050ede1b",1,"Vladimir Putin","I placed Julius Caesar here because he seems unlike putin"
"2339",2339,6213,"2022-12-30 11:40:02.402556+00","the Roman Empire","long-lasting","short-term",0,"ch2","936706c9-c34d-4175-b543-2040050ede1b",1,"Nazi Germany","I placed the Roman Empire here because it lasted for thousands of years versus a couple decades. Nazi germany is also a facist dictatorship which is much different to Rome."
"2351",2351,6225,"2022-12-30 13:07:32.969991+00","Hadrian's Wall","connecting","dividing",0.985521236,"ch2","019dab2b-9bdb-4a42-b3cb-238be1e45fe6",0.221983332,"the Anglo-Scottish border","I placed Hadrian's Wall here because ... it kept armys out"
"2356",2356,6230,"2022-12-30 13:29:53.664013+00","Hadrian's Wall","civilised","barbaric",0.089852351,"ch2","7a44b8c1-6dd6-436a-ba52-6888ebcbce31",0.084942085,"the Great Wall of China","I placed Hadrian's Wall here because ...it is quite similar to the Great Wall of china"
"2359",2359,6233,"2022-12-30 13:58:43.848132+00","Julius Caesar","skillful","incompetent",0.177606178,"ch2","004d5c29-99ce-493b-9edc-8917a8efa023",0.257722008,"Vladimir Putin","I placed Julius Caesar here because ...he built the Roman empire"
"2360",2360,6234,"2022-12-30 13:59:13.37635+00","the Fall of the Roman Empire","moving","fixed",0.882239382,"ch2","004d5c29-99ce-493b-9edc-8917a8efa023",0.153344408,"Scottish independence","I placed the Fall of the Roman Empire here because ...it is proven history"
"2361",2361,6235,"2022-12-30 13:59:43.648758+00","the Roman Empire","multicultural","non multicultural",0.004826255,"ch2","004d5c29-99ce-493b-9edc-8917a8efa023",0,"the European Union","I placed the Roman Empire here because ...it held members from all over the world"
"2365",2365,6239,"2022-12-30 14:12:25.706853+00","Hadrian's Wall","reassuring","worrying",0.974378078,"ch2","45641d10-1f2c-463d-b725-f8a16d0958bb",1,"the US-Mexican border","I placed Hadrian's Wall here because ...build the wall


"
"2374",2374,6249,"2022-12-30 14:52:23.276526+00","Julius Caesar","benevolent","malevolent",1,"ch2","5776e77a-4f5a-4a2e-ba32-bf8e885b6313",0.616753714,"Donald Trump","I placed Julius Caesar here because ...he a fool
"
"2384",2384,6259,"2022-12-30 15:03:40.641686+00","Boudica","practical","symbolic",0.033783784,"ch2","fb5953b9-b2de-4e16-afa3-37ce9f2f5f08",0.50965251,"Margaret Thatcher","I placed Boudica here because ...she was a woriar"
